smiles	interact_with_adenosine
CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=CC(=C1)C(O)=O	0
CC1=CC=C(SC2=C(C=CC=C2)N2CCNCC2)C(C)=C1	0
CC1=CC=CC(=C1)N1CC(CO)OC1=O	0
CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2	0
CC1=CC=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=C1	0
CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C	0
CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F	0
CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=N3)=C2)=CC(=C1)C(F)(F)F	0
CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1	0
CC1=CN=C(C=[N+]1[O-])C(O)=O	0
CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C	0
CC1=CNN=C1	0
CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=C(C=CC=C3)C3=NN=NN3)C2=N1	0
CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1	0
CC1=NC2=C(N1)C1=C(C=CC=C1)N(CC2)C(=O)C1=CC=C(NC(=O)C2=C(C=CC=C2)C2=CC=CC=C2)C=C1	0
CC1=NC2=CC=C(Cl)C=C2S(=O)(=O)N1	0
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	0
CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=CC=C(F)C=N2)C2=CC=CC(F)=C2)C(C)=N1	0
CC1=NC=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(F)C=CC=C1	0
CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1	0
CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC(=CC=C2)C(O)=O)=C1O)C1=CC(C)=C(C)C=C1	0
CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N	0
CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	0
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12	0
CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl	0
CC1N(CCC2=CC=CC=C12)C1=C(C)C(C)=NC(NC2=CC=C(F)C=C2)=N1	0
CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=C(C)C=CC=C1)S(N)(=O)=O	0
CC1NCCOC1C1=CC=CC=C1	0
CC1OC2(CS1)CN1CCC2CC1	0
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O	0
CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1	0
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	0
CCC(=O)C1=C(O)C=C(O)C=C1O	0
CCC(=O)C1=CC=C2SC3=CC=CC=C3N(CC(C)N(C)C)C2=C1	0
CCC(=O)C1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(CCO)CC3)C2=C1	0
CCC(=O)N(C(C)CN1CCCCC1)C1=CC=CC=N1	0
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	0
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	0
CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	0
CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2	0
CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	0
CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C	0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O	0
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	0
CCC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O	0
CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C2CCC2)=C1)C(O)=O	0
CCC(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	0
CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1	0
CCC(O)(C=CCl)C#C	0
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	0
CCC1(C(=O)NCNC1=O)C1=CC=CC=C1	0
CCC1(C)CC(=O)NC1=O	0
CCC1(C)OC(=O)N(C)C1=O	0
CCC1(CC)C(=O)NC(=O)N(C)C1=O	0
CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1	0
CCC1(CCC(=O)NC1=O)C1=CC=CC=C1	0
CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1	0
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	0
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	1
CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O	0
CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2	0
CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2	0
CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12	0
CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F	0
CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O	0
CCC1=CC=C(CC2=CC3=C(CO[C@]33O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)C=C1	0
CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1	0
CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O	0
CCC1=NC(C(N)=O)=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)N=C1NC1CCOCC1	0
CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1	0
CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O	0
CCCC(=O)N1CCCN(CC1)C1=NC2=CC(OC)=C(OC)C=C2C(N)=N1	0
CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1	0
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC	0
CCCC(C)(COC(N)=O)COC(N)=O	0
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	0
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	0
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O	0
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	0
CCCC(CCC)C(O)=O	0
CCCC1=CC(=O)NC(=S)N1	0
CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O	0
CCCC1=NC(C)=C2N1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1	0
CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C(O)=O	0
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	1
CCCCC(=O)N(CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)[C@@H](C(C)C)C(O)=O	0
CCCCC1(CCCC)CN(C2=CC=CC=C2)C2=C(C=C(OCC(=O)N[C@@H](C(=O)NCC(O)=O)C3=CC=CC=C3)C(SC)=C2)S(=O)(=O)C1	0
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2	1
CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1	0
CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1	0
CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1	0
CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O	0
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	0
CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1	0
CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1	0
CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1	0
CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1	0
CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1	0
CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1	0
CCCCCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1	0
CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=CC=C(OCCCCN3CCN(CC3)C3=C(Cl)C(Cl)=CC=C3)C=C12	0
CCCCCCCCCCCCCCCC(=O)OC1CCCN2C(=O)C(CCN3CCC(CC3)C3=NOC4=C3C=CC(F)=C4)=C(C)N=C12	0
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)S(=O)(=O)N(C)C)CC1	0
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC	0
CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C)C=C2)C(=O)O1	0
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	0
CCCCCCOC(=O)NC(=N)C1=CC=C(NCC2=NC3=CC(=CC=C3N2C)C(=O)N(CCC(=O)OCC)C2=NC=CC=C2)C=C1	0
CCCCCCO[C@@H](C)C1=CC=CC(C2=CSC(NC(=O)C3=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C3)=N2)=C1OC	0
CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O	0
CCCCCNC(=N)NN=CC1=CNC2=C1C=C(OC)C=C2	0
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O	0
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O	0
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	0
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O	0
CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O	0
CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2	0
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C	0
CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	0
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	0
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1	0
CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1	0
CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O	0
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	0
CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC	0
CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1	0
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC	0
CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O	0
CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(O)=O	0
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O	1
CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O	0
CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C	0
CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1	0
CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2	0
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O	0
CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1	0
CCCN1CC(=C(C1=O)C1=CC=C(C)C=C1)C1=CC=C(C=C1)S(C)(=O)=O	0
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	0
CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1	0
CCCNC(C)C(=O)NC1=C(C)C=CC=C1	0
CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC	0
CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1	0
CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1	0
CCCN[C@H]1CCC2=C(C1)SC(N)=N2	0
CCCOC1=C(C=CC(N)=C1)C(=O)OCCN(CC)CC	0
CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC	0
CCCOC1=CC=C(C=C1C1=NC(=O)C2=C(N1)C(CCC)=NN2C)S(=O)(=O)NCCC1CCCN1C	0
CCCOC1=CC=C(C=C1C1=NC2C(N(CC)C=C2CCC)C(=O)N1)S(=O)(=O)N1CCN(CCO)CC1	0
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C1F	0
CCCSC1=NC(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1	0
CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	0
CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C	0
CCN(C1CCOCC1)C1=CC(=CC(C(=O)NCC2=C(C)C=C(C)NC2=O)=C1C)C1=CC=C(CN2CCOCC2)C=C1	0
CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N	0
CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1	0
CCN(CC)C(=O)C1CN2CCC3=C(C=C(OC)C(OC)=C3)C2CC1OC(C)=O	0
CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)(C)C)C=C1	0
CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1	0
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	1
CCN(CC)C(C)C(=O)C1=CC=CC=C1	0
CCN(CC)C(C)CN1C2=CC=CC=C2SC2=C1C=CC=C2	0
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	0
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	0
CCN(CC)CCCN(C1CC2=C(C1)C=CC=C2)C1=CC=CC=C1	0
CCN(CC)CCN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=C(F)C=CC=C1	0
CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	0
CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(Cl)=C1	0
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	0
CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1	0
CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1	0
CCN(CC)CCOC(=O)C1=CC=C(N)C=C1	0
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	1
