Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test
11	984.6896313	15.32063076767372	0.7794596354166667	0.8809523809523809
12	1075.0694206	14.936283388873562	0.775390625	0.9047619047619048
18	1513.4743905999999	13.742069413885474	0.7972547743055555	0.8125
8	1081.2829754	15.771503309020773	0.7775607638888888	0.9285714285714286
13	1164.4402003	14.700586032267893	0.7880316840277778	0.880952380952381
19	1626.1516239999999	13.59084213420283	0.7950846354166667	0.8065476190476191
9	1191.92017	15.687860771780834	0.7800021701388888	0.9166666666666667
14	1253.0813417	14.371605316642672	0.7881401909722223	0.8392857142857143
20	1738.2461767999998	13.309143067453988	0.8071831597222223	0.7946428571428572
10	1302.5392999	15.404746412299573	0.7854817708333333	0.9255952380952381
15	1337.0174660999999	14.545427328441292	0.788302951388889	0.8422619047619048
21	1846.3554024999999	13.31132796080783	0.8233506944444444	0.8303571428571428
16	1424.8117762	14.194586464203894	0.7874891493055556	0.7916666666666667
11	1415.9903398000001	15.32063076767372	0.7794596354166667	0.8809523809523809
17	1512.0399286	14.023911670705274	0.7986111111111112	0.8571428571428571
22	1956.2096181	12.977914606803097	0.8301323784722222	0.8363095238095237
12	1528.3662772	14.936283388873562	0.775390625	0.9047619047619048
18	1600.3002082	13.742069413885474	0.7972547743055555	0.8125
23	2067.3761046	13.025165760074742	0.8314887152777777	0.8333333333333334
13	1640.5372772	14.700586032267893	0.7880316840277778	0.880952380952381
19	1692.2673167	13.59084213420283	0.7950846354166667	0.8065476190476191
24	2194.0699053000003	12.931884617428295	0.8211805555555556	0.8095238095238095
14	1768.3652768	14.371605316642672	0.7881401909722223	0.8392857142857143
20	1814.889555	13.309143067453988	0.8071831597222223	0.7946428571428572
25	2355.2599962	12.739286363845167	0.8254665798611112	0.8482142857142857
15	1929.1299487	14.545427328441292	0.788302951388889	0.8422619047619048
21	1947.5018128	13.31132796080783	0.8233506944444444	0.8303571428571428
22	2074.9596021	12.977914606803097	0.8301323784722222	0.8363095238095237
26	2516.5778883000003	12.740586369065568	0.839084201388889	0.8154761904761905
16	2092.060149	14.194586464203894	0.7874891493055556	0.7916666666666667
23	2200.3660881	13.025165760074742	0.8314887152777777	0.8333333333333334
27	2679.7945761	12.594101963099092	0.8147786458333335	0.8660714285714285
17	2256.746252	14.023911670705274	0.7986111111111112	0.8571428571428571
24	2332.2960731000003	12.931884617428295	0.8211805555555556	0.8095238095238095
28	2831.6744445	12.31353585969191	0.8309461805555555	0.8482142857142857
18	2410.9585364	13.742069413885474	0.7972547743055555	0.8125
25	2455.3908719	12.739286363845167	0.8254665798611112	0.8482142857142857
29	2987.6577821	14.755557963391766	0.8279079861111112	0.7857142857142857
19	2566.2620171	13.59084213420283	0.7950846354166667	0.8065476190476191
26	2578.2092092000003	12.740586369065568	0.839084201388889	0.8154761904761905
27	2705.8601051	12.594101963099092	0.8147786458333335	0.8660714285714285
30	3141.7095331	12.313857765169814	0.8028428819444445	0.8571428571428571
20	2722.3958799	13.309143067453988	0.8071831597222223	0.7946428571428572
28	2843.5943564000004	12.31353585969191	0.8309461805555555	0.8482142857142857
31	3303.1004540000004	12.248918100644005	0.8413628472222222	0.8690476190476191
21	2883.6410434	13.31132796080783	0.8233506944444444	0.8303571428571428
29	2969.6562480000002	14.755557963391766	0.8279079861111112	0.7857142857142857
32	3440.2816781	12.115021466102917	0.8324110243055556	0.9166666666666667
22	3018.8286826	12.977914606803097	0.8301323784722222	0.8363095238095237
30	3059.0022284	12.313857765169814	0.8028428819444445	0.8571428571428571
33	3562.2790854	11.983231718302704	0.8066948784722222	0.8898809523809524
23	3138.7961562	13.025165760074742	0.8314887152777777	0.8333333333333334
31	3149.1618344000003	12.248918100644005	0.8413628472222222	0.8690476190476191
32	3237.4987964	12.115021466102917	0.8324110243055556	0.9166666666666667
34	3675.8992344000003	11.705225473491737	0.798611111111111	0.9017857142857143
24	3252.6267681	12.931884617428295	0.8211805555555556	0.8095238095238095
33	3321.9226869000004	11.983231718302704	0.8066948784722222	0.8898809523809524
35	3787.7606719	11.611101149348542	0.8342556423611112	0.9077380952380952
25	3360.2312948	12.739286363845167	0.8254665798611112	0.8482142857142857
34	3406.0085383	11.705225473491737	0.798611111111111	0.9017857142857143
36	3900.1739952000003	11.610187243204564	0.8041449652777778	0.9196428571428571
26	3467.3951536	12.740586369065568	0.839084201388889	0.8154761904761905
35	3491.7043787000002	11.611101149348542	0.8342556423611112	0.9077380952380952
36	3576.5813009000003	11.610187243204564	0.8041449652777778	0.9196428571428571
27	3575.5243066000003	12.594101963099092	0.8147786458333335	0.8660714285714285
37	4015.1456182	11.529651583288796	0.8069118923611112	0.886904761904762
37	3664.921241	11.529651583288796	0.8069118923611112	0.886904761904762
28	3684.2072114000002	12.31353585969191	0.8309461805555555	0.8482142857142857
38	4125.5598585	11.78513305564411	0.8081597222222223	0.9077380952380952
38	3751.0166573	11.78513305564411	0.8081597222222223	0.9077380952380952
29	3787.4154773	14.755557963391766	0.8279079861111112	0.7857142857142857
39	4226.7836664	11.385072694305563	0.8064778645833333	0.9226190476190476
39	3835.2132419000004	11.385072694305563	0.8064778645833333	0.9226190476190476
40	4338.4107293	11.633694198579178	0.8159722222222222	0.9285714285714286
30	3900.5377241	12.313857765169814	0.8028428819444445	0.8571428571428571
40	3922.4352325	11.633694198579178	0.8159722222222222	0.9285714285714286
41	4015.5820262	11.239900134212803	0.79931640625	0.9226190476190477
41	4452.4685543	11.239900134212803	0.79931640625	0.9226190476190477
31	4021.8539984	12.248918100644005	0.8413628472222222	0.8690476190476191
42	4099.9936922	11.363434456288815	0.8074544270833333	0.9166666666666666
42	4561.464204	11.363434456288815	0.8074544270833333	0.9166666666666666
32	4132.2158717	12.115021466102917	0.8324110243055556	0.9166666666666667
43	4187.8067267999995	11.530420468654484	0.801486545138889	0.9196428571428572
43	4671.300554699999	11.530420468654484	0.801486545138889	0.9196428571428572
33	4244.1415154	11.983231718302704	0.8066948784722222	0.8898809523809524
44	4272.4500553	11.156823211589654	0.7990993923611112	0.9404761904761905
44	4782.6437626	11.156823211589654	0.7990993923611112	0.9404761904761905
45	4356.875426199999	10.830678466012614	0.8091905381944444	0.9285714285714286
34	4349.6709001	11.705225473491737	0.798611111111111	0.9017857142857143
46	4444.6475153	11.18154537474038	0.8103841145833334	0.9375
45	4890.490522	10.830678466012614	0.8091905381944444	0.9285714285714286
35	4459.3330254	11.611101149348542	0.8342556423611112	0.9077380952380952
47	4529.2640071999995	10.930847887822893	0.7746310763888888	0.8988095238095238
46	4999.3462222	11.18154537474038	0.8103841145833334	0.9375
36	4565.5104064	11.610187243204564	0.8041449652777778	0.9196428571428571
48	4612.9570637	10.845439221651759	0.8034396701388888	0.9464285714285714
47	5107.7483545	10.930847887822893	0.7746310763888888	0.8988095238095238
37	4674.7539433	11.529651583288796	0.8069118923611112	0.886904761904762
49	4697.755836599999	10.733638885663822	0.8063151041666666	0.9285714285714285
50	4788.3082213	10.839211799378973	0.8197157118055556	0.9196428571428572
48	5221.92296	10.845439221651759	0.8034396701388888	0.9464285714285714
38	4785.3136268	11.78513305564411	0.8081597222222223	0.9077380952380952
51	4874.3086306	10.628555949457223	0.8052842881944444	0.9345238095238095
49	5335.2101121999995	10.733638885663822	0.8063151041666666	0.9285714285714285
39	4912.2741409	11.385072694305563	0.8064778645833333	0.9226190476190476
52	4992.8738938999995	10.739377022371627	0.7844509548611112	0.9345238095238095
50	5449.0697807999995	10.839211799378973	0.8197157118055556	0.9196428571428572
40	5035.6086461	11.633694198579178	0.8159722222222222	0.9285714285714286
53	5083.442025599999	10.738436107058078	0.7970920138888888	0.8928571428571428
51	5553.842334999999	10.628555949457223	0.8052842881944444	0.9345238095238095
41	5142.6333763	11.239900134212803	0.79931640625	0.9226190476190477
54	5166.8739071	10.797360446900711	0.8060438368055556	0.9375
52	5650.8068361	10.739377022371627	0.7844509548611112	0.9345238095238095
55	5253.149229	10.858750374434742	0.7861870659722221	0.9226190476190476
42	5245.4493744	11.363434456288815	0.8074544270833333	0.9166666666666666
53	5753.895417	10.738436107058078	0.7970920138888888	0.8928571428571428
56	5342.9621687	10.743268900565454	0.8153754340277778	0.9196428571428572
43	5353.0126607	11.530420468654484	0.801486545138889	0.9196428571428572
57	5427.375779399999	10.533211800808203	0.7931315104166667	0.9315476190476191
54	5862.3401696	10.797360446900711	0.8060438368055556	0.9375
44	5462.0729724	11.156823211589654	0.7990993923611112	0.9404761904761905
58	5510.414505899999	10.577754772304615	0.8038194444444444	0.9345238095238095
55	5965.2108118	10.858750374434742	0.7861870659722221	0.9226190476190476
45	5560.5064108	10.830678466012614	0.8091905381944444	0.9285714285714286
59	5595.8009819	10.519743381912093	0.8229166666666666	0.9434523809523809
56	6069.822926	10.743268900565454	0.8153754340277778	0.9196428571428572
46	5668.4250669	11.18154537474038	0.8103841145833334	0.9375
60	5679.3761913	10.591330390132498	0.8193359375	0.9375000000000001
57	6175.650600399999	10.533211800808203	0.7931315104166667	0.9315476190476191
61	5764.7887777999995	10.486015036221943	0.8165147569444444	0.9285714285714286
47	5776.7985784	10.930847887822893	0.7746310763888888	0.8988095238095238
62	5847.2306601	10.42857242980972	0.8153211805555556	0.9315476190476191
58	6284.2665855	10.577754772304615	0.8038194444444444	0.9345238095238095
48	5882.3089168	10.845439221651759	0.8034396701388888	0.9464285714285714
63	5934.4774705	10.388421816402115	0.80224609375	0.9404761904761905
59	6396.3136392999995	10.519743381912093	0.8229166666666666	0.9434523809523809
